Student_ID,Name,Age,Marks,Department,Email
2752,Student_2752,21,79,BSc CSIT,student2752@example.com
2753,Student_2753,,50,MIT-AI,student2753@example.com
2754,Student_2754,,60,BCA,student2754@example.com
2755,Student_2755,25,44,BIT,student2755@example.com
2756,Student_2756,,79,BIT,student2756@example.com
2757,Student_2757,,65,MIT-AI,student2757@example.com
2758,Student_2758,23,60,BCA,student2758@example.com
2759,Student_2759,25,48,BSc CSIT,student2759@example.com
2760,Student_2760,,56,BCA,student2760@example.com
2761,Student_2761,,76,BIT,student2761@example.com
2762,Student_2762,,90,MIT-AI,student2762@example.com
2763,Student_2763,19,,BCA,student2763@example.com
2764,Student_2764,,41,BSc CSIT,student2764@example.com
2765,Student_2765,,90,BCA,student2765@example.com
2766,Student_2766,25,94,BCA,student2766@example.com
2767,Student_2767,28,86,MIT-AI,student2767@example.com
2768,Student_2768,,79,MIT-AI,student2768@example.com
2769,Student_2769,25,,BIT,student2769@example.com
2770,Student_2770,24,95,MIT-AI,student2770@example.com
2771,Student_2771,,66,BCA,student2771@example.com
2772,Student_2772,,79,BSc CSIT,student2772@example.com
2773,Student_2773,27,40,BIT,student2773@example.com
2774,Student_2774,,85,MIT-AI,student2774@example.com
2775,Student_2775,20,50,BCA,student2775@example.com
2776,Student_2776,,78,BCA,student2776@example.com
2777,Student_2777,,57,BIT,student2777@example.com
2778,Student_2778,,66,BIT,student2778@example.com
2779,Student_2779,,86,MIT-AI,student2779@example.com
2780,Student_2780,,49,MIT-AI,student2780@example.com
2781,Student_2781,,75,BSc CSIT,student2781@example.com
2782,Student_2782,24,60,BIT,student2782@example.com
2783,Student_2783,29,,BIT,student2783@example.com
2784,Student_2784,28,40,BCA,student2784@example.com
2785,Student_2785,18,53,BSc CSIT,student2785@example.com
2786,Student_2786,,59,MIT-AI,student2786@example.com
2787,Student_2787,18,91,BSc CSIT,student2787@example.com
2788,Student_2788,,96,BSc CSIT,student2788@example.com
2789,Student_2789,18,48,BCA,student2789@example.com
2790,Student_2790,21,84,BIT,student2790@example.com
2791,Student_2791,27,66,BIT,student2791@example.com
2792,Student_2792,26,97,BIT,student2792@example.com
2793,Student_2793,29,88,MIT-AI,student2793@example.com
2794,Student_2794,,95,BIT,student2794@example.com
2795,Student_2795,,91,BSc CSIT,student2795@example.com
2796,Student_2796,24,43,BSc CSIT,student2796@example.com
2797,Student_2797,,76,BIT,student2797@example.com
2798,Student_2798,26,57,BSc CSIT,student2798@example.com
2799,Student_2799,24,70,MIT-AI,student2799@example.com
2800,Student_2800,,88,BIT,student2800@example.com
2801,Student_2801,18,92,MIT-AI,student2801@example.com
2802,Student_2802,21,78,BIT,student2802@example.com
2803,Student_2803,21,49,MIT-AI,student2803@example.com
2804,Student_2804,18,48,MIT-AI,student2804@example.com
2805,Student_2805,23,67,MIT-AI,student2805@example.com
2806,Student_2806,27,67,BSc CSIT,student2806@example.com
2807,Student_2807,19,52,MIT-AI,student2807@example.com
2808,Student_2808,,57,BCA,student2808@example.com
2809,Student_2809,,51,MIT-AI,student2809@example.com
2810,Student_2810,25,47,MIT-AI,student2810@example.com
2811,Student_2811,,62,MIT-AI,student2811@example.com
2812,Student_2812,26,89,MIT-AI,student2812@example.com
2813,Student_2813,24,44,BIT,student2813@example.com
2814,Student_2814,,46,BSc CSIT,student2814@example.com
2815,Student_2815,18,54,BSc CSIT,student2815@example.com
2816,Student_2816,22,42,BSc CSIT,student2816@example.com
2817,Student_2817,29,57,BIT,student2817@example.com
2818,Student_2818,,77,MIT-AI,student2818@example.com
2819,Student_2819,,65,MIT-AI,student2819@example.com
2820,Student_2820,,77,BSc CSIT,student2820@example.com
2821,Student_2821,28,98,BCA,student2821@example.com
2822,Student_2822,,91,MIT-AI,student2822@example.com
2823,Student_2823,24,72,MIT-AI,student2823@example.com
2824,Student_2824,,60,MIT-AI,student2824@example.com
2825,Student_2825,,,BIT,student2825@example.com
2826,Student_2826,25,82,MIT-AI,student2826@example.com
2827,Student_2827,28,98,BSc CSIT,student2827@example.com
2828,Student_2828,,95,MIT-AI,student2828@example.com
2829,Student_2829,,41,BSc CSIT,student2829@example.com
2830,Student_2830,,64,BCA,student2830@example.com
2831,Student_2831,27,,BIT,student2831@example.com
2832,Student_2832,24,58,BCA,student2832@example.com
2833,Student_2833,,77,MIT-AI,student2833@example.com
2834,Student_2834,,64,BCA,student2834@example.com
2835,Student_2835,,,MIT-AI,student2835@example.com
2836,Student_2836,29,43,BSc CSIT,student2836@example.com
2837,Student_2837,21,42,MIT-AI,student2837@example.com
2838,Student_2838,,73,BIT,student2838@example.com
2839,Student_2839,22,81,BCA,student2839@example.com
2840,Student_2840,,49,MIT-AI,student2840@example.com
2841,Student_2841,,,BSc CSIT,student2841@example.com
2842,Student_2842,22,,BCA,student2842@example.com
2843,Student_2843,28,87,BIT,student2843@example.com
2844,Student_2844,29,65,MIT-AI,student2844@example.com
2845,Student_2845,22,66,BIT,student2845@example.com
2846,Student_2846,,,BSc CSIT,student2846@example.com
2847,Student_2847,19,,BCA,student2847@example.com
2848,Student_2848,,59,BCA,student2848@example.com
2849,Student_2849,28,91,BCA,student2849@example.com
2850,Student_2850,,64,BSc CSIT,student2850@example.com
2851,Student_2851,22,49,MIT-AI,student2851@example.com
2852,Student_2852,,40,MIT-AI,student2852@example.com
2853,Student_2853,,,MIT-AI,student2853@example.com
2854,Student_2854,19,50,BIT,student2854@example.com
2855,Student_2855,,43,BSc CSIT,student2855@example.com
2856,Student_2856,24,,BCA,student2856@example.com
2857,Student_2857,,96,BSc CSIT,student2857@example.com
2858,Student_2858,,52,BSc CSIT,student2858@example.com
2859,Student_2859,,60,BSc CSIT,student2859@example.com
2860,Student_2860,,54,BCA,student2860@example.com
2861,Student_2861,18,96,BCA,student2861@example.com
2862,Student_2862,,49,BIT,student2862@example.com
2863,Student_2863,25,77,BSc CSIT,student2863@example.com
2864,Student_2864,24,50,MIT-AI,student2864@example.com
2865,Student_2865,,,BIT,student2865@example.com
2866,Student_2866,19,71,BCA,student2866@example.com
2867,Student_2867,20,72,BCA,student2867@example.com
2868,Student_2868,26,59,BIT,student2868@example.com
2869,Student_2869,,75,MIT-AI,student2869@example.com
2870,Student_2870,,69,BSc CSIT,student2870@example.com
2871,Student_2871,25,97,BSc CSIT,student2871@example.com
2872,Student_2872,24,49,MIT-AI,student2872@example.com
2873,Student_2873,28,93,BSc CSIT,student2873@example.com
2874,Student_2874,,97,BCA,student2874@example.com
2875,Student_2875,21,54,BIT,student2875@example.com
2876,Student_2876,,68,MIT-AI,student2876@example.com
2877,Student_2877,27,40,BIT,student2877@example.com
2878,Student_2878,,97,BSc CSIT,student2878@example.com
2879,Student_2879,27,60,BSc CSIT,student2879@example.com
2880,Student_2880,,54,BCA,student2880@example.com
2881,Student_2881,,42,BCA,student2881@example.com
2882,Student_2882,28,72,BSc CSIT,student2882@example.com
2883,Student_2883,,77,BSc CSIT,student2883@example.com
2884,Student_2884,,58,BCA,student2884@example.com
2885,Student_2885,,43,BCA,student2885@example.com
2886,Student_2886,21,51,MIT-AI,student2886@example.com
2887,Student_2887,24,64,BCA,student2887@example.com
2888,Student_2888,,73,MIT-AI,student2888@example.com
2889,Student_2889,25,,MIT-AI,student2889@example.com
2890,Student_2890,28,97,BIT,student2890@example.com
2891,Student_2891,,,BCA,student2891@example.com
2892,Student_2892,25,,MIT-AI,student2892@example.com
2893,Student_2893,22,54,BIT,student2893@example.com
2894,Student_2894,23,56,BIT,student2894@example.com
2895,Student_2895,,40,BCA,student2895@example.com
2896,Student_2896,28,53,BCA,student2896@example.com
2897,Student_2897,20,94,BIT,student2897@example.com
2898,Student_2898,,41,MIT-AI,student2898@example.com
2899,Student_2899,,43,BCA,student2899@example.com
2900,Student_2900,,91,BIT,student2900@example.com
2901,Student_2901,,41,BIT,student2901@example.com
2902,Student_2902,23,93,MIT-AI,student2902@example.com
2903,Student_2903,,65,BSc CSIT,student2903@example.com
2904,Student_2904,,85,MIT-AI,student2904@example.com
2905,Student_2905,21,89,BIT,student2905@example.com
2906,Student_2906,,99,MIT-AI,student2906@example.com
2907,Student_2907,29,79,BCA,student2907@example.com
2908,Student_2908,,91,BIT,student2908@example.com
2909,Student_2909,,72,MIT-AI,student2909@example.com
2910,Student_2910,,87,MIT-AI,student2910@example.com
2911,Student_2911,,78,MIT-AI,student2911@example.com
2912,Student_2912,,45,MIT-AI,student2912@example.com
2913,Student_2913,18,99,BIT,student2913@example.com
2914,Student_2914,21,69,MIT-AI,student2914@example.com
2915,Student_2915,,61,BCA,student2915@example.com
2916,Student_2916,22,66,BSc CSIT,student2916@example.com
2917,Student_2917,25,58,BSc CSIT,student2917@example.com
2918,Student_2918,29,49,BSc CSIT,student2918@example.com
2919,Student_2919,,94,BCA,student2919@example.com
2920,Student_2920,,45,BSc CSIT,student2920@example.com
2921,Student_2921,,65,BIT,student2921@example.com
2922,Student_2922,22,81,BIT,student2922@example.com
2923,Student_2923,27,96,BCA,student2923@example.com
2924,Student_2924,,90,BCA,student2924@example.com
2925,Student_2925,,42,BIT,student2925@example.com
2926,Student_2926,19,91,BCA,student2926@example.com
2927,Student_2927,19,42,BCA,student2927@example.com
2928,Student_2928,26,91,BIT,student2928@example.com
2929,Student_2929,21,45,BIT,student2929@example.com
2930,Student_2930,,88,MIT-AI,student2930@example.com
2931,Student_2931,28,89,MIT-AI,student2931@example.com
2932,Student_2932,18,49,BSc CSIT,student2932@example.com
2933,Student_2933,,77,BCA,student2933@example.com
2934,Student_2934,19,99,BIT,student2934@example.com
2935,Student_2935,23,52,BSc CSIT,student2935@example.com
2936,Student_2936,,77,MIT-AI,student2936@example.com
2937,Student_2937,22,51,BCA,student2937@example.com
2938,Student_2938,21,85,BSc CSIT,student2938@example.com
2939,Student_2939,22,88,BCA,student2939@example.com
2940,Student_2940,,93,BSc CSIT,student2940@example.com
2941,Student_2941,,66,BCA,student2941@example.com
2942,Student_2942,24,99,BCA,student2942@example.com
2943,Student_2943,,96,BIT,student2943@example.com
2944,Student_2944,21,47,BCA,student2944@example.com
2945,Student_2945,28,97,MIT-AI,student2945@example.com
2946,Student_2946,,44,BIT,student2946@example.com
2947,Student_2947,23,75,BCA,student2947@example.com
2948,Student_2948,22,77,MIT-AI,student2948@example.com
2949,Student_2949,,82,MIT-AI,student2949@example.com
2950,Student_2950,24,69,BSc CSIT,student2950@example.com
2951,Student_2951,23,99,BIT,student2951@example.com
2952,Student_2952,20,76,BIT,student2952@example.com
2953,Student_2953,22,68,BSc CSIT,student2953@example.com
2954,Student_2954,,61,BSc CSIT,student2954@example.com
2955,Student_2955,24,53,BSc CSIT,student2955@example.com
2956,Student_2956,29,49,BIT,student2956@example.com
2957,Student_2957,21,50,MIT-AI,student2957@example.com
2958,Student_2958,24,74,MIT-AI,student2958@example.com
2959,Student_2959,,62,BCA,student2959@example.com
2960,Student_2960,28,47,BIT,student2960@example.com
2961,Student_2961,,60,BIT,student2961@example.com
2962,Student_2962,,76,BSc CSIT,student2962@example.com
2963,Student_2963,,67,BIT,student2963@example.com
2964,Student_2964,25,91,BIT,student2964@example.com
2965,Student_2965,23,70,MIT-AI,student2965@example.com
2966,Student_2966,25,97,BIT,student2966@example.com
2967,Student_2967,24,,MIT-AI,student2967@example.com
2968,Student_2968,19,67,MIT-AI,student2968@example.com
2969,Student_2969,23,81,BIT,student2969@example.com
2970,Student_2970,26,66,MIT-AI,student2970@example.com
2971,Student_2971,,79,BSc CSIT,student2971@example.com
2972,Student_2972,,60,MIT-AI,student2972@example.com
2973,Student_2973,21,48,BIT,student2973@example.com
2974,Student_2974,24,68,BSc CSIT,student2974@example.com
2975,Student_2975,,99,BSc CSIT,student2975@example.com
2976,Student_2976,,54,BIT,student2976@example.com
2977,Student_2977,18,72,BCA,student2977@example.com
2978,Student_2978,,94,MIT-AI,student2978@example.com
2979,Student_2979,20,,MIT-AI,student2979@example.com
2980,Student_2980,25,86,BCA,student2980@example.com
2981,Student_2981,,75,BSc CSIT,student2981@example.com
2982,Student_2982,,90,BCA,student2982@example.com
2983,Student_2983,27,67,BIT,student2983@example.com
2984,Student_2984,19,49,BCA,student2984@example.com
2985,Student_2985,21,62,BSc CSIT,student2985@example.com
2986,Student_2986,22,,BIT,student2986@example.com
2987,Student_2987,,,BIT,student2987@example.com
2988,Student_2988,28,44,BIT,student2988@example.com
2989,Student_2989,18,57,MIT-AI,student2989@example.com
2990,Student_2990,23,94,MIT-AI,student2990@example.com
2991,Student_2991,,45,BIT,student2991@example.com
2992,Student_2992,19,81,BCA,student2992@example.com
2993,Student_2993,26,86,MIT-AI,student2993@example.com
2994,Student_2994,,62,BSc CSIT,student2994@example.com
2995,Student_2995,,67,MIT-AI,student2995@example.com
2996,Student_2996,26,,BCA,student2996@example.com
2997,Student_2997,,52,MIT-AI,student2997@example.com
2998,Student_2998,,89,BCA,student2998@example.com
2999,Student_2999,,64,BCA,student2999@example.com
3000,Student_3000,19,46,MIT-AI,student3000@example.com
3001,Student_3001,23,41,BCA,student3001@example.com
3002,Student_3002,25,55,BCA,student3002@example.com
3003,Student_3003,,97,BSc CSIT,student3003@example.com
3004,Student_3004,22,41,BIT,student3004@example.com
3005,Student_3005,29,75,BIT,student3005@example.com
3006,Student_3006,28,41,MIT-AI,student3006@example.com
3007,Student_3007,23,,BCA,student3007@example.com
3008,Student_3008,,77,MIT-AI,student3008@example.com
3009,Student_3009,29,49,MIT-AI,student3009@example.com
3010,Student_3010,,53,BIT,student3010@example.com
3011,Student_3011,28,66,BCA,student3011@example.com
3012,Student_3012,,54,MIT-AI,student3012@example.com
3013,Student_3013,,60,MIT-AI,student3013@example.com
3014,Student_3014,,51,BIT,student3014@example.com
3015,Student_3015,18,90,BIT,student3015@example.com
3016,Student_3016,,82,BIT,student3016@example.com
3017,Student_3017,18,72,MIT-AI,student3017@example.com
3018,Student_3018,,96,BCA,student3018@example.com
3019,Student_3019,,79,BIT,student3019@example.com
3020,Student_3020,28,61,BIT,student3020@example.com
3021,Student_3021,,77,BCA,student3021@example.com
3022,Student_3022,,83,MIT-AI,student3022@example.com
3023,Student_3023,29,91,MIT-AI,student3023@example.com
3024,Student_3024,,87,BCA,student3024@example.com
3025,Student_3025,,57,BIT,student3025@example.com
3026,Student_3026,,83,BSc CSIT,student3026@example.com
3027,Student_3027,19,91,BCA,student3027@example.com
3028,Student_3028,24,41,BSc CSIT,student3028@example.com
3029,Student_3029,19,68,MIT-AI,student3029@example.com
3030,Student_3030,22,46,MIT-AI,student3030@example.com
3031,Student_3031,,70,BSc CSIT,student3031@example.com
3032,Student_3032,,80,BIT,student3032@example.com
3033,Student_3033,28,57,BSc CSIT,student3033@example.com
3034,Student_3034,,48,BIT,student3034@example.com
3035,Student_3035,,96,BCA,student3035@example.com
3036,Student_3036,,47,MIT-AI,student3036@example.com
3037,Student_3037,,72,MIT-AI,student3037@example.com
3038,Student_3038,20,44,BSc CSIT,student3038@example.com
3039,Student_3039,,87,BCA,student3039@example.com
3040,Student_3040,27,53,BSc CSIT,student3040@example.com
3041,Student_3041,,97,BSc CSIT,student3041@example.com
3042,Student_3042,25,52,BSc CSIT,student3042@example.com
3043,Student_3043,,50,BIT,student3043@example.com
3044,Student_3044,,59,MIT-AI,student3044@example.com
3045,Student_3045,24,62,MIT-AI,student3045@example.com
3046,Student_3046,27,84,BSc CSIT,student3046@example.com
3047,Student_3047,,66,BIT,student3047@example.com
3048,Student_3048,,54,MIT-AI,student3048@example.com
3049,Student_3049,,69,BIT,student3049@example.com
3050,Student_3050,,95,BCA,student3050@example.com
3051,Student_3051,,97,BIT,student3051@example.com
3052,Student_3052,18,,BIT,student3052@example.com
3053,Student_3053,,55,BCA,student3053@example.com
3054,Student_3054,,84,MIT-AI,student3054@example.com
3055,Student_3055,28,79,MIT-AI,student3055@example.com
3056,Student_3056,23,57,BIT,student3056@example.com
3057,Student_3057,23,,BIT,student3057@example.com
3058,Student_3058,,97,BCA,student3058@example.com
3059,Student_3059,,,BCA,student3059@example.com
3060,Student_3060,22,81,MIT-AI,student3060@example.com
3061,Student_3061,,62,MIT-AI,student3061@example.com
3062,Student_3062,,75,BCA,student3062@example.com
3063,Student_3063,20,,BIT,student3063@example.com
3064,Student_3064,26,47,BCA,student3064@example.com
3065,Student_3065,20,95,MIT-AI,student3065@example.com
3066,Student_3066,,78,BIT,student3066@example.com
3067,Student_3067,,68,BSc CSIT,student3067@example.com
3068,Student_3068,19,51,BSc CSIT,student3068@example.com
3069,Student_3069,,57,BCA,student3069@example.com
3070,Student_3070,29,89,MIT-AI,student3070@example.com
3071,Student_3071,20,58,BIT,student3071@example.com
3072,Student_3072,19,75,BSc CSIT,student3072@example.com
3073,Student_3073,,72,BIT,student3073@example.com
3074,Student_3074,,44,BIT,student3074@example.com
3075,Student_3075,24,78,BIT,student3075@example.com
3076,Student_3076,18,,BIT,student3076@example.com
3077,Student_3077,23,65,BCA,student3077@example.com
3078,Student_3078,,82,BIT,student3078@example.com
3079,Student_3079,,,BSc CSIT,student3079@example.com
3080,Student_3080,20,62,BSc CSIT,student3080@example.com
3081,Student_3081,24,60,BCA,student3081@example.com
3082,Student_3082,20,50,BSc CSIT,student3082@example.com
3083,Student_3083,,81,BIT,student3083@example.com
3084,Student_3084,20,95,BSc CSIT,student3084@example.com
3085,Student_3085,24,78,MIT-AI,student3085@example.com
3086,Student_3086,29,55,BIT,student3086@example.com
3087,Student_3087,,72,BCA,student3087@example.com
3088,Student_3088,,66,MIT-AI,student3088@example.com
3089,Student_3089,19,40,BSc CSIT,student3089@example.com
3090,Student_3090,,83,MIT-AI,student3090@example.com
3091,Student_3091,,55,BSc CSIT,student3091@example.com
3092,Student_3092,25,44,BSc CSIT,student3092@example.com
3093,Student_3093,,85,BSc CSIT,student3093@example.com
3094,Student_3094,27,57,BCA,student3094@example.com
3095,Student_3095,,80,MIT-AI,student3095@example.com
3096,Student_3096,24,73,BCA,student3096@example.com
3097,Student_3097,18,83,BSc CSIT,student3097@example.com
3098,Student_3098,,64,BIT,student3098@example.com
3099,Student_3099,,81,BIT,student3099@example.com
3100,Student_3100,,73,BCA,student3100@example.com
3101,Student_3101,,54,BIT,student3101@example.com
3102,Student_3102,20,43,MIT-AI,student3102@example.com
3103,Student_3103,29,90,BIT,student3103@example.com
3104,Student_3104,,93,BIT,student3104@example.com
3105,Student_3105,,43,BSc CSIT,student3105@example.com
3106,Student_3106,,64,MIT-AI,student3106@example.com
3107,Student_3107,22,80,MIT-AI,student3107@example.com
3108,Student_3108,,52,BIT,student3108@example.com
3109,Student_3109,22,81,BSc CSIT,student3109@example.com
3110,Student_3110,26,85,BIT,student3110@example.com
3111,Student_3111,23,,BIT,student3111@example.com
3112,Student_3112,,42,BCA,student3112@example.com
3113,Student_3113,20,74,BSc CSIT,student3113@example.com
3114,Student_3114,,91,BCA,student3114@example.com
3115,Student_3115,,87,BIT,student3115@example.com
3116,Student_3116,24,48,BIT,student3116@example.com
3117,Student_3117,20,53,BSc CSIT,student3117@example.com
3118,Student_3118,,61,MIT-AI,student3118@example.com
3119,Student_3119,,,BIT,student3119@example.com
3120,Student_3120,,48,BIT,student3120@example.com
3121,Student_3121,,,BCA,student3121@example.com
3122,Student_3122,,62,BCA,student3122@example.com
3123,Student_3123,,76,BSc CSIT,student3123@example.com
3124,Student_3124,,84,BCA,student3124@example.com
3125,Student_3125,18,54,MIT-AI,student3125@example.com
3126,Student_3126,21,96,BIT,student3126@example.com
3127,Student_3127,27,75,BCA,student3127@example.com
3128,Student_3128,,53,MIT-AI,student3128@example.com
3129,Student_3129,19,91,BIT,student3129@example.com
3130,Student_3130,29,95,BIT,student3130@example.com
3131,Student_3131,19,,MIT-AI,student3131@example.com
3132,Student_3132,18,78,BIT,student3132@example.com
3133,Student_3133,25,75,MIT-AI,student3133@example.com
3134,Student_3134,19,66,MIT-AI,student3134@example.com
3135,Student_3135,,56,BCA,student3135@example.com
3136,Student_3136,29,65,BSc CSIT,student3136@example.com
3137,Student_3137,19,80,MIT-AI,student3137@example.com
3138,Student_3138,21,43,BCA,student3138@example.com
3139,Student_3139,18,42,BIT,student3139@example.com
3140,Student_3140,,58,BCA,student3140@example.com
3141,Student_3141,,80,MIT-AI,student3141@example.com
3142,Student_3142,27,79,BCA,student3142@example.com
3143,Student_3143,18,97,BSc CSIT,student3143@example.com
3144,Student_3144,21,78,BIT,student3144@example.com
3145,Student_3145,,46,BCA,student3145@example.com
3146,Student_3146,,,BIT,student3146@example.com
3147,Student_3147,24,58,MIT-AI,student3147@example.com
3148,Student_3148,24,51,BSc CSIT,student3148@example.com
3149,Student_3149,23,59,BSc CSIT,student3149@example.com
3150,Student_3150,,77,BCA,student3150@example.com
3151,Student_3151,19,51,BIT,student3151@example.com
3152,Student_3152,,68,BIT,student3152@example.com
3153,Student_3153,25,69,BCA,student3153@example.com
3154,Student_3154,,59,BCA,student3154@example.com
3155,Student_3155,,43,BCA,student3155@example.com
3156,Student_3156,27,41,BCA,student3156@example.com
3157,Student_3157,28,86,BSc CSIT,student3157@example.com
3158,Student_3158,,69,BCA,student3158@example.com
3159,Student_3159,23,62,BIT,student3159@example.com
3160,Student_3160,,45,MIT-AI,student3160@example.com
3161,Student_3161,,57,BIT,student3161@example.com
3162,Student_3162,,,BCA,student3162@example.com
3163,Student_3163,,,BSc CSIT,student3163@example.com
3164,Student_3164,20,76,BCA,student3164@example.com
3165,Student_3165,,43,MIT-AI,student3165@example.com
3166,Student_3166,25,82,BCA,student3166@example.com
3167,Student_3167,19,50,MIT-AI,student3167@example.com
3168,Student_3168,,80,BCA,student3168@example.com
3169,Student_3169,21,74,BSc CSIT,student3169@example.com
3170,Student_3170,,50,BIT,student3170@example.com
3171,Student_3171,22,73,MIT-AI,student3171@example.com
3172,Student_3172,,48,BIT,student3172@example.com
3173,Student_3173,,70,BCA,student3173@example.com
3174,Student_3174,,95,BIT,student3174@example.com
3175,Student_3175,,96,BSc CSIT,student3175@example.com
3176,Student_3176,,81,BSc CSIT,student3176@example.com
3177,Student_3177,23,71,BIT,student3177@example.com
3178,Student_3178,21,,BIT,student3178@example.com
3179,Student_3179,26,74,BSc CSIT,student3179@example.com
3180,Student_3180,27,88,MIT-AI,student3180@example.com
3181,Student_3181,,50,MIT-AI,student3181@example.com
3182,Student_3182,,56,BSc CSIT,student3182@example.com
3183,Student_3183,,90,BSc CSIT,student3183@example.com
3184,Student_3184,,75,MIT-AI,student3184@example.com
3185,Student_3185,23,41,BIT,student3185@example.com
3186,Student_3186,28,,BIT,student3186@example.com
3187,Student_3187,,85,BCA,student3187@example.com
3188,Student_3188,,54,MIT-AI,student3188@example.com
3189,Student_3189,27,67,BSc CSIT,student3189@example.com
3190,Student_3190,18,42,BCA,student3190@example.com
3191,Student_3191,,68,BIT,student3191@example.com
3192,Student_3192,20,91,MIT-AI,student3192@example.com
3193,Student_3193,26,93,BCA,student3193@example.com
3194,Student_3194,,97,BIT,student3194@example.com
3195,Student_3195,,84,BSc CSIT,student3195@example.com
3196,Student_3196,27,93,BIT,student3196@example.com
3197,Student_3197,29,52,BIT,student3197@example.com
3198,Student_3198,19,89,MIT-AI,student3198@example.com
3199,Student_3199,,61,BSc CSIT,student3199@example.com
3200,Student_3200,,,MIT-AI,student3200@example.com
3201,Student_3201,22,92,BSc CSIT,student3201@example.com
3202,Student_3202,18,,BCA,student3202@example.com
3203,Student_3203,,46,BIT,student3203@example.com
3204,Student_3204,22,94,MIT-AI,student3204@example.com
3205,Student_3205,26,87,BSc CSIT,student3205@example.com
3206,Student_3206,27,87,MIT-AI,student3206@example.com
3207,Student_3207,18,93,BIT,student3207@example.com
3208,Student_3208,25,65,BIT,student3208@example.com
3209,Student_3209,,70,BCA,student3209@example.com
3210,Student_3210,26,77,BSc CSIT,student3210@example.com
3211,Student_3211,,77,BSc CSIT,student3211@example.com
3212,Student_3212,18,43,BCA,student3212@example.com
3213,Student_3213,,74,BCA,student3213@example.com
3214,Student_3214,22,72,BSc CSIT,student3214@example.com
3215,Student_3215,,42,BSc CSIT,student3215@example.com
3216,Student_3216,,58,MIT-AI,student3216@example.com
3217,Student_3217,,48,BSc CSIT,student3217@example.com
3218,Student_3218,,85,MIT-AI,student3218@example.com
3219,Student_3219,28,58,MIT-AI,student3219@example.com
3220,Student_3220,25,95,MIT-AI,student3220@example.com
3221,Student_3221,26,95,MIT-AI,student3221@example.com
3222,Student_3222,,,BIT,student3222@example.com
3223,Student_3223,,97,BCA,student3223@example.com
3224,Student_3224,,,BCA,student3224@example.com
3225,Student_3225,,99,BSc CSIT,student3225@example.com
3226,Student_3226,23,,BCA,student3226@example.com
3227,Student_3227,,61,BCA,student3227@example.com
3228,Student_3228,,87,BIT,student3228@example.com
3229,Student_3229,,99,MIT-AI,student3229@example.com
3230,Student_3230,,47,MIT-AI,student3230@example.com
3231,Student_3231,18,63,MIT-AI,student3231@example.com
3232,Student_3232,24,65,BCA,student3232@example.com
3233,Student_3233,,,BCA,student3233@example.com
3234,Student_3234,,97,BSc CSIT,student3234@example.com
3235,Student_3235,,80,BIT,student3235@example.com
3236,Student_3236,,80,BIT,student3236@example.com
3237,Student_3237,,95,BSc CSIT,student3237@example.com
3238,Student_3238,21,94,BSc CSIT,student3238@example.com
3239,Student_3239,26,97,BSc CSIT,student3239@example.com
3240,Student_3240,23,42,MIT-AI,student3240@example.com
3241,Student_3241,,46,MIT-AI,student3241@example.com
3242,Student_3242,,91,MIT-AI,student3242@example.com
3243,Student_3243,23,89,MIT-AI,student3243@example.com
3244,Student_3244,24,95,BSc CSIT,student3244@example.com
3245,Student_3245,25,41,BSc CSIT,student3245@example.com
3246,Student_3246,,72,BSc CSIT,student3246@example.com
3247,Student_3247,26,51,MIT-AI,student3247@example.com
3248,Student_3248,,87,MIT-AI,student3248@example.com
3249,Student_3249,28,51,BCA,student3249@example.com
3250,Student_3250,29,92,BSc CSIT,student3250@example.com
3251,Student_3251,20,49,BIT,student3251@example.com
3252,Student_3252,,80,BIT,student3252@example.com
3253,Student_3253,24,92,BCA,student3253@example.com
3254,Student_3254,,66,MIT-AI,student3254@example.com
3255,Student_3255,,57,BSc CSIT,student3255@example.com
3256,Student_3256,,97,MIT-AI,student3256@example.com
3257,Student_3257,21,43,MIT-AI,student3257@example.com
3258,Student_3258,,79,BIT,student3258@example.com
3259,Student_3259,,62,BIT,student3259@example.com
3260,Student_3260,20,60,BSc CSIT,student3260@example.com
3261,Student_3261,,75,BSc CSIT,student3261@example.com
3262,Student_3262,27,69,MIT-AI,student3262@example.com
3263,Student_3263,,87,MIT-AI,student3263@example.com
3264,Student_3264,,60,BCA,student3264@example.com
3265,Student_3265,20,62,MIT-AI,student3265@example.com
3266,Student_3266,,60,BCA,student3266@example.com
3267,Student_3267,,47,MIT-AI,student3267@example.com
3268,Student_3268,24,78,MIT-AI,student3268@example.com
3269,Student_3269,18,94,MIT-AI,student3269@example.com
3270,Student_3270,24,96,BSc CSIT,student3270@example.com
3271,Student_3271,,95,BSc CSIT,student3271@example.com
3272,Student_3272,,,BSc CSIT,student3272@example.com
3273,Student_3273,24,,BCA,student3273@example.com
3274,Student_3274,22,79,BCA,student3274@example.com
3275,Student_3275,24,61,BSc CSIT,student3275@example.com
3276,Student_3276,26,46,BCA,student3276@example.com
3277,Student_3277,27,63,BSc CSIT,student3277@example.com
3278,Student_3278,23,44,BIT,student3278@example.com
3279,Student_3279,,97,BSc CSIT,student3279@example.com
3280,Student_3280,23,89,BIT,student3280@example.com
3281,Student_3281,,94,MIT-AI,student3281@example.com
3282,Student_3282,,65,BCA,student3282@example.com
3283,Student_3283,21,90,BCA,student3283@example.com
3284,Student_3284,25,49,BSc CSIT,student3284@example.com
